original_id,පාලි වචනය,කෙටි ව්‍යා,පද බෙදීම,සිංහල තේරුම,සංඥා නාම විස්තරය ,ව්‍යාකරණ විස්තරය ,නිරුක්තිය
68849,අලොණක,විශේ,,ලුණු නොදැමූ,,,
68850,අලොණකදිවස,පු,,ලුණු නොමැති දිනය,,,
68848,අලොණපණ්ණභක්ඛ,විශේ,,ලුණු නොදැමූ එළවළු අනුභව කරන,,,
8821,අලොණික,විශේ,(න > අ+ලොණ+ඉක),ලුණු නොවූ,,සමාසය: කම්මධාරය | නිෂ්පන්නය: තද්ධිත (ඉක),
68851,අලොනඅධූපන,විශේ,,ලුණු හා දුම නොමැති,,,
68852,අලොප 1,පු,√ලුප්,(ව්‍යාකරණ) ලෝපයක් නොමැති,,,
68853,අලොප 2,විශේ,√ලුප්,(ව්‍යාකරණ) ලෝප නොවූ,,,
68854,අලොපනීය,කි,√ලුප්,(ව්‍යාකරණ) ලෝප කළ නොහැකි,,,
8822,අලොභ,පු,√ලුභ් (න > අ+√ලුභ් > ලොභ්+*අ),ලෝභයෙන් තොරකම,,සමාසය: කම්මධාරය | නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: උ > ඔ,
8823,අලොභජ,විශේ,(අලොභ+ජ),ලෝභයෙන් තොරකමින් උපන්,,සමාසය: පඤ්චමී තප්පුරිස,
8824,අලොභනිදාන,විශේ,(අලොභ+නිදාන),ලෝභයෙන් තොරකම මූලාශ්රය ලෙස ඇති,,සමාසය: කම්මධාරය > බහුබ්බීහි,
8825,අලොභපකත,විශේ,(අලොභ+පකත),ලෝභයෙන් තොරකමින් ඇතිකළ,,සමාසය: තතියා තප්පුරිස,
8826,අලොභපච්චයා,නි,(අලොභ+පච්චයා),ලෝභයෙන් තොරකම නිසා,,සමාසය: අබ්යයීභාව,
8827,අලොභසමුදය,විශේ,(අලොභ+සමුදය),ලෝභයෙන් තොරකම මූලාශ්රය ලෙස ඇති,,සමාසය: කම්මධාරය > බහුබ්බීහි,
8828,අලොභාදි,න,,ලෝභයෙන් තොරකම ආදිය,,,
68855,අලොම,විශේ,(න > අ+ලොම),ලොම් නොමැති,,සමාසය: කම්මධාරය,
GAP-A1-180,අලොමවිමානවත්ථු,න,,විමානවත්ථු 42,,,
68856,අලොමහට්ඨ,විශේ,,බියෙන් තොර,,,
8829,අලොල 1,විශේ,√ලුළ් (න > අ+√ලුළ් > ලොළ් > ලොල්+*අ),ලෝභී නොවූ,,"සමාසය: කම්මධාරය | නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: උ > ඔ, ළ් > ල්",
68858,අලොල 2,විශේ,√ලුළ් (න > අ+√ලුළ් > ලොළ් > ලොල්+*අ),නොසෙල්වෙන,,"සමාසය: කම්මධාරය | නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: උ > ඔ, ළ් > ල්",
68859,අලොලක්ඛ,විශේ,,ස්ථිර බැල්මෙන් යුත්,,,
68860,අලොලක්ඛී,විශේ,,ස්ථිර බැල්මෙන් යුත්,,,
8830,අලොලජාතික,විශේ,(න > අ+ලොල+ජාතික),නොසැලෙන ස්වභාවයේ,,සමාසය: කම්මධාරය > බහුබ්බීහි,
8831,අලොලුප,විශේ,√ලුභ් (න > අ+ලොලුප+අ),ලෝභී නොවූ,,පදනම: √ලුභ්+ලුභ්+ය > ලොලුප (තීව්‍රාර්ථ) | සමාසය: කම්මධාරය | නිෂ්පන්නය: කිත (අ) | ශබ්ද වෙනස: උ > ඔ,
68861,අලොලුප්ප,විශේ,√ලුළ්,දැඩි ලෝභයෙන් තොර,,,
8832,අලොහිත 1,විශේ,(න > අ+ලොහිත),ඔසප් නොවන,,සමාසය: කම්මධාරය,
68862,අලොහිත 2,විශේ,,රතු නොවූ,,,
68863,අලොහිතක,විශේ,,රතු නොවූ,,,
9645,අව,උප,,පහළට; ඉවතට,,,
9960,අවං,නි,,පහළට,,,
9961,අවංසිර,විශේ,(අව+[ං]+සිරස්+අ),හිස පහළින්,,"සමාසය: කම්මධාරය | නිෂ්පන්නය: තද්ධිත (අ) | ශබ්ද වෙනස: +ං (Kacc 35, 34)",
9653,අවකංස,පු,අව √කස් (අව+කංස+අ),අඩුවීම,,පදනම: √කස්+අ > කස > කංස (අනියම්) | නිෂ්පන්නය: කිත (අ),
9654,අවකංසතො,නි,,අවම වශයෙන්,,,
9646,අවකඞ්ඛති,වකා,අව √කඞ්ඛ්,ආශා කරයි,,,
9647,අවකඩ්ඪති,වකා,අව √කඩ්ඪ්,ආපසු ඇදගනියි,,,
9648,අවකඩ්ඪන,න,අව √කඩ්ඪ්,ආපසු ඇදගැනීම,,,
9649,අවකඩ්ඪි,අතී,අව √කඩ්ඪ්,ආපසු ඇදගත්තේය,,,
9650,අවකඩ්ඪිත,අකෘ,අව √කඩ්ඪ්,ආපසු ඇදගත්,,,
9651,අවකණ්ණක,පු,(අව+කන්ණ+ක),පවුල් නාමයක් - පහත් නමකට උදාහරණයක්,,නිෂ්පන්නය: තද්ධිත (ක),
9652,අවකස්සති,වකා,අව √කස්ස්,ආපසු ඇදගනියි,,,
9667,අවක්කන්ත,අකෘ,අව √කම් (අව+√කම්+ත),ග්‍රස්ත වූ,,නිෂ්පන්නය: කිත (ත) | ශබ්ද වෙනස: ම්ත් > න්ත්,
9668,අවක්කන්ති,ඉ,,ඇතුල්වීම; පහළවීම,,,
9669,අවක්කමති,වකා,අව √කම්,ඇතුල් වේ,,,
9671,අවක්කම්ම,භාව,අව √කම්,ඇතුල් වීම,,,
9670,අවක්කමි,අතී,අව √කම්,ඇතුල් විය,,,
9672,අවක්කාපාති,ඉ,,අපිරිසිදු දේ දමන භාජනය,,,
9673,අවක්කාර,පු,අව √කර් (අව+√කර් > කාර්+*අ),ඉතිරි ආහාරය,,නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: අ > ආ,
9674,අවක්කාරපාති,ඉ,(අවක්කාර+පාති),ඉතිරි ආහාර භාජනය,,සමාසය: චතුත්ථී තප්පුරිස,
9675,අවක්ඛලිත,න,අව √ඛල්,වරද,,,
9676,අවක්ඛිත්ත,අකෘ,අව √ඛිප් (අව+√ඛිප්+ත),විසි කළ,,නිෂ්පන්නය: කිත (ත) | ශබ්ද වෙනස: ප්ත් > ත්ත්,
9677,අවක්ඛිපති,වකා,අව √ඛිප්,විසි කරයි,,,
9678,අවක්ඛිපන,න,අව √ඛිප්,විසි කිරීම,,,
9679,අවක්ඛිපි,අතී,අව √ඛිප්,විසි කළේය,,,
9655,අවකාර,පු,අව √කර්,පහත් බව,,,
9656,අවකාරක,විශේ,අව √කිර් (අව+√කිර් > කාර්+*අක),විසුරුවන,,නිෂ්පන්නය: කිත (*අක) | ශබ්ද වෙනස: ඉ > ආ,
9657,අවකාරකං,නි,අව √කිර් (අව+√කිර් > කාර්+*අක+අං),විසුරුවමින්,,ශබ්ද වෙනස: ඉ > ආ,
9658,අවකාරි,න,,විග්‍රහය,,,
9659,අවකාස,පු,අව √කාස් (අව+√කාස්+අ),අවස්ථාව,,නිෂ්පන්නය: කිත (අ),
9660,අවකිණ්ණ,අකෘ,අව √කිර් (අව+√කිර්+න),විසිර ගිය,,නිෂ්පන්නය: කිත (න) | ශබ්ද වෙනස: ර්න් > ණ්ණ්,
9661,අවකිරති,වකා,අව √කිර්,වගුරයි,,,
9662,අවකිරි,අතී,අව √කිර්,වගුරුවේය,,,
9663,අවකිරිය,භාව,අව √කිර්,විසුරුවීම,,,
9664,අවකුජ්ජ,විශේ,,යටිකුරුව,,,
GAP1-269,අවකුජ්ජක,න,අව √කුජ්ජ් (අව+√කුජ්ජ්+අක),බිඳවැටීම,,නිෂ්පන්නය: කිත (අක),
9665,අවකුජ්ජතා,ඉ,අව √කුජ්ජ් (අව+√කුජ්ජ්+අ+තා),-,,නිෂ්පන්නය: තද්ධිත (තා),
9666,අවකුජ්ජපඤ්ඤ,විශේ,(අවකුජ්ජ+පඤ්ඤ),අවධානය නොදෙන,,සමාසය: කම්මධාරය > බහුබ්බීහි,
9680,අවඛණ්ඩන,න,අව √ඛණ්ඩ්,විරාමය,,,
9681,අවගච්ඡති,වකා,අව √ගම්,අවබෝධ කරයි,,,
9682,අවගච්ඡි,අතී,අව √ගම්,අවබෝධ කළේය,,,
9683,අවගණ්ඩ,පු,(අව+ගණ්ඩ),ඉදිමීම,,,
9684,අවගණ්ඩකාර,පු,,කම් පිරූ,,,
9687,අවගණ්ඩකාරං,නි,,කම් පිරෙන ලෙස,,,
9686,අවගණ්ඩකාරකං,නි,(අවගණ්ඩ+කාරක+අං),කම් පිරීම,,,
9685,අවගණ්ඩකාරකසික්ඛාපද,න,(අවගණ්ඩකාරක+සික්ඛාපද),සෙඛිය ශික්ෂාපදය 46,,,
9688,අවගත 1,අකෘ,අව √ගම්,අවබෝධ කළේය,,,
9689,අවගත 2,අකෘ,අව √ගම්,පහළවූ,,,
9690,අවගන්තබ්බ,කි,අව √ගම් (අව+√ගම්+තබ්බ),(ව්‍යාකරණ) අවබෝධ කළ යුතුය,,නිෂ්පන්නය: කිච්ච (තබ්බ) | ශබ්ද වෙනස: ම්ත් > න්ත්,
GAP1-267,අවගන්තු,පු,,බැස යන්නා,,,
9692,අවගමක,විශේ,,දන්වන,,,
GAP1-268,අවග්ගාහ,පු,අව √ගහ් (අව+√ගහ් > ගාහ්+*අ),නියඟය,,නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: අ > ආ,
9693,අවගාහ 1.1,පු,අව √ගාහ්,ඇතුල් වීම,,,
9694,අවගාහ 2.1,පු,අව √ගහ්,ග්‍රහණය,,,
9695,අවගාහති,වකා,අව √ගාහ්,ඇතුල් වේ,,,
9696,අවගාහන,න,අව √ගාහ්,ඇතුල් වීම,,,
9697,අවගාහි,අතී,අව √ගාහ්,ඇතුල් විය,,,
9698,අවගාළ්හ,අකෘ,අව √ගාහ්,ඇතුල් විය,,,
9699,අවඝට්ටන,න,අව √ඝට්ට්,තල්ලු කිරීම,,,
9700,අවඞ්ක 1,විශේ,√වඤ්ච් (න > අ+√වඤ්ච් > වඞ්ක්+අ),ඍජු,,"සමාසය: කම්මධාරය | නිෂ්පන්නය: කිත (අ) | ශබ්ද වෙනස: ඤ්ච් > ඞ්ක් (Kacc 623, 554)",
68882,අවඞ්ක 2,විශේ,√වඤ්ච්,ඍජු,,,
9701,අවඞ්කත,විශේ,√වඤ්ච් (න > අ+√වඤ්ච් > වඞ්ක්+අ+තා+අ),වංක නොවූ,,"සමාසය: කම්මධාරය | නිෂ්පන්නය: තද්ධිත (අ) | ශබ්ද වෙනස: ඤ්ච් > ඞ්ක් (Kacc 623, 554)",
9702,අවඞ්කත්ත,න,√වඤ්ච් (න > අ+√වඤ්ච් > වඞ්ක්+අ+ත්ත),ඍජු වූ තත්ත්වය,,"සමාසය: කම්මධාරය | නිෂ්පන්නය: තද්ධිත (ත්ත) | ශබ්ද වෙනස: ඤ්ච් > ඞ්ක් (Kacc 623, 554)",
68883,අවඞ්කතා 1,ඉ,√වඤ්ච් (න > අ+√වඤ්ච් > වණ්ක්+අ+තා),වක්‍ර නොවීමේ බව,,"සමාසය: කම්මධාරය | නිෂ්පන්නය: තද්ධිත (තා) | ශබ්ද වෙනස: ඤ්ච් > ඞ්ක් (Kacc 623, 554)",
68884,අවඞ්කතා 2,ඉ,√වඤ්ච්,අවංකකම,,,
9703,අවඞ්ග,න,,නළලේ ලකුණ,,,
9704,අවච 1.1,විශේ,(අව+ච),පහත්,,,
9705,අවච 2.1,අකා,√වච් (අ+වච+අ),කීවේය,,පදනම: √වච්+අ > වච,
