Word,Meaning
decagram,ඩෙකා ග්‍රෑමය | ඩෙකාග්‍රෑම
decagramme,ඩෙකාග්‍රෑම
decagynous,දශඅණ්ඩ
decahydrate,ඩෙකාහයිඩ්‍රේට් | දශසජලය
decal,ඩෙකාල්
decalcification,චූර්ණහරණය
decalcomania,ඩෙකාල් පත
decalescen,තාපචූෂණ
decalescence,තාප චූෂණය
decalitre,ඩෙකා ලීටරය
decalogue,දසපණත
decamerous,දශාංක
decameter,ඩෙකා මීටරය | ඩෙකාමීටරය
decamethonium,ඩිකාමිතෝනියම්
decametre,ඩෙකාමීටරය
decamp,කඳවුර අත්හැර යනවා | පලා යනවා | පැන යනවා
decampment,පලා යෑම
decanal,සරසවියක පීඨාධිපතිට සම්බන්ධ
decandrous,දසරේණුක
decant,බේරා වක්කරනවා | බේරා වත් කරනවා | බේරා වත්කරනවා
decantation,බේරා වත් කිරීම | බේරා වත්කිරීම
decanter,ගුරුලේත්තුව | ඩිකැන්ටරය
decapetalous,දසදල
decaphyllous,දශපත්‍ර
decapitate,හිස ගසා දමනවා
decapitation,අග්‍රඡේදනය | ශිරශ්ඡේදනය
decapod,දශපදිකයා
decarbonisation,කාබන් ඉවත් කිරීම | කාබන්හරණය
decarbonise,කාබන් කඩනවා
decarbonising,කාබන් කැම
decarboxylating,කාබොක්සිල්හරණය
decarboxylation,කාබොක්සිල්හරණය
decarburization,විකාබියුරීකරණය | විකාබියුරීභවනය
decasepalous,දශමණිපත්‍ර
decasualisation,නිරනියම් කිරීම
decathlon,දශ ප්‍රයාමය
decay,ක්ෂය | ක්ෂය වෙනවා | ජරාව | ජරාවට යනවා | ජරාවාසය | දිරණවා | දිරනවා | දිරාපත් වෙනවා | දිරායාම | දිරීම | නටබුන්කම | සය
decayed,අබලන් | ජරාජීර්ණ | ජීර්ණ | දිරච්ච | දිරාපත් | සංකඩ
decease,චුත වෙනවා | චුතවීම | මරණය | මැරෙනවා
deceased,අභාවප්‍රාප්ත
deceit,කපටකම | මායාව | මුළා කිරීම | රැවටිල්ල | වංචාව
deceitful,කපට | කවට | කුහක | කූට | කෛරාටික | කොහොන් | ප්‍රයෝගකාර | වංක | වංචනික | වඤ්චනික | ශඨ | සාඨෙය්‍ය
deceitfulness,කපට බව | කෛරාටිකකම
deceive,කණා පල්ලන් ගහනවා | කනට විදිනවා | කපකම් කරනවා | මුළා කරනවා | රවටනවා | හොර වෙනවා
deceived,විප්‍රලබ්ධ
deceiver,මායාකාරයා | වංචාකාරයා
decelarator,මන්දකය
decelerate,මන්දනය කරනවා | වේගය අඩු කරනවා
deceleration,මන්දනය
december,දෙසැම්බර් මාසය
decembrists,දෙසැම්බරිකයෝ
decemdentate,දශදන්ත
decemfid,දශභින්න
decemfidus,දශභින්න
decemlocularis,දශකෝෂ්ඨය
decemvirate,දශගණය | දසදෙනෙකුගෙන් යුත් මණ්ඩලය
decency,විනීතකම | විනීතතාව | විනීතබව
decennary,දශවන වර්ෂය
decennial,දශවාර්ෂික | දසවාර්ෂික
decennium,දසවර්ෂය
decent,ඔබින | යෝග්‍ය | විනීත | ශිෂ්ට | ශෝභන | සභ්‍ය | සෑහෙන
decentralisation,විකේන්ද්‍රායණය | විකේන්ද්‍රායනය | විමධ්‍යගත කිරීම
decentralise,විකෙන්ද්‍රණය කරනවා | විකේන්ද්‍රණය කරනවා
decentralization,විකේන්ද්‍රණය | විකේන්ද්‍රායනය | විමධ්‍යගත කිරීම | විමධ්‍යගතකරණය
decentralize,විකේන්ද්‍රණය | විමධ්‍යගත කරනවා
decentralized,විකේන්ද්‍රිත
deception,ඇස්බැන්දුම | කපටකම | කපටිකම | මායාව | මුළා කිරීම | රැවටිල්ල | රැවටීම | වංචාව
deceptive,අවිශ්වාස | කූට | චාටු | මායාකාර | රැවටිලි සහිත
decerebrate,මස්තිෂ්කහෘත
decibel,ඩෙබ | ඩෙසිබල් | ඩෙසිබෙල
decibelmeter,ඩෙසිබෙලමානය
decible,ඩෙසිබලය
decicaine,ඩෙසිකේන්
decidability,තීරණීයක්ෂමතාව
decidable,තීරණීයක්ෂම
decide,තීන්දු කරනවා | තීරණය කරනවා | නියම කරනවා | නිශ්චය කරනවා | බේරුම් කරනවා
decided,ඒකාන්ත | නිශ්වත | ස්ථීර
decidedly,ඒකාන්තයෙන්
decideratum,ඉච්ඡිතය
deciduous,පතනශිල | පතනශීල | පාතුක
decigram,ඩෙසි ග්‍රෑමය | ඩෙසිග්‍රෑම
decigramme,ඩෙසිග්‍රෑම
decile,දශමකය
deciliter,ඩෙසිලීටරය
decilitre,ඩෙසි ලීටරය
decimal,දශක | දශම | දශමය | දශාංශය | දශාංශික
decimalisation,දශම කිරීම | දශමකරණය
decimalise,දශම කරනවා
decimalize,දශමස්ථානවලින් දක්වනවා
decimate,දහයෙන් කොටසක් වනසනවා | මහත් විනාශයට පමුණුවනවා | විශාල ගණනක් වනසනවා
decimation,මහත් විනාශය
decimeter,ඩෙසිමීටරය | දශක මීටරය | මීටරයෙන් දහයෙන් පංගුව
decimetre,ඩෙසිමීටරය
decimolar,දශම මවුලික
decinormal,දශම සමක
decipher,කියවා තේරුම් ගන්නවා
deciphering,ව්‍යාඛ්‍යාන කිරීම
decision,අධිෂ්ඨානය | තීන්දුව | තීරකය | තීරණය | නිර්ණය | නිශ්චය | බේරුම | ස්ථීරභාවය
decision-making,තීරණ කාරක
decisive,ඒකාන්ත | තීරණාත්මක | නිරුත්තර | ස්ථීර
decisively,තීරණාත්මක ලෙස
decisiveness,තීරණාත්මක බව
decisory,තීරණදායී
deck,අලංකාර කරනවා | ඇඳ පැළඳ සරසනවා | ඇඳ පැළඳ සැරසෙනවා | කූඩුව | තට්ටුව | නැවේ තට්ටුව | මහල
deckenschotter,ඩෙකන්ස්කොටර්
decker,නැපිය
decking,තට්ටුව
declaim,ඝෝෂා කොට කියනවා
declamation,ශබ්දනගා ව්‍යක්ත ලෙස උච්චාරණය කිරීම
declamatory,ඝෝ
declarant,ප්‍රකාශ කරන්නා | ප්‍රකාශක | ප්‍රකාශකයා
declaration,අත්හිටුවීම | ප්‍රකාශනය | ප්‍රකාශය
declarator,ප්‍රකාශය
declare,උදෙසනවා | කියා පානවා | කියා සිටිනවා | නියම කරනවා | නොවළහා කියනවා | ප්‍රකාශ කරනවා | ප්‍රසිද්ධියේ කියනවා
declension,පිරිහීම | වරනැඟිල්ල | වරනැඟීම
declile,ප්‍රතික්ෂේපණය කරනවා
declinable,වරනැගිය හැකි
declinate,අවනත
declination,අවනතිය | ඇළ වීම | ක්‍රාන්තිය | බැස්ම
decline,අවනතිය | ක්ෂය | ක්‍රමයෙන් පිරිහෙනවා | නැමෙනවා | පරිහානිය | පසු බසිනවා | පහතට ඇළ වෙනවා | ප්‍රතික්ෂේප කරනවා | පිරිහීම | පිරිහෙනවා | වය | වරනගනවා | වරනඟනවා | වැටීම | විතයේ අවසාන භාගය | හීන වීම
declined,අවනත
declining,ඇළවන | පිරිහෙන
